"Task";"Prima sottomissione";"Ultima sottomissione";"Macchina del completamento";"Tempo del completamento";"Sottomissioni totali";
task1;61195.0;61195.0;machine11;79750.7577603537;1
task2;74150.0;74150.0;machine2;95411.82699203491;1
task3;48900.0;48900.0;machine3;81160.90930402279;1
task4;79755.0;79755.0;machine11;92436.47088133771;1
task5;5.0;5.0;machine15;36574.771526948265;1
task6;42775.0;42775.0;machine6;81758.76437649131;1
task7;5.0;5.0;machine10;44472.057667672634;1
task8;5.0;5.0;machine6;42772.53193233162;1
task9;5.0;5.0;machine2;39380.09973347187;1
task10;78945.0;78945.0;machine4;91761.49808196918;1
task11;48130.0;48130.0;machine1;81198.4036752209;1
task12;32160.0;32160.0;machine4;59943.71445964212;1
task13;74800.0;74800.0;machine7;94777.78836637735;1
task14;79360.0;79360.0;machine8;92104.2261758058;1
task15;77645.0;77645.0;machine9;96758.16308472306;1
task16;33440.0;33440.0;machine8;60797.10877763189;1
task17;5.0;5.0;machine8;33437.499950994614;1
task18;36575.0;36575.0;machine15;63880.07806850516;1
task19;5.0;5.0;machine5;42817.89353966713;1
task20;5.0;5.0;machine13;43714.558829665184;1
task21;5.0;5.0;machine4;32155.641749734463;1
task22;5.0;5.0;machine3;48896.26689732075;1
task23;74050.0;74050.0;machine13;96885.87291836739;1
task24;5.0;5.0;machine9;43276.10049780458;1
task25;5.0;5.0;machine12;47988.79725869745;1
task26;42820.0;42820.0;machine5;75457.82408088446;1
task27;5.0;5.0;machine11;33424.45052017336;1
task28;47990.0;47990.0;machine12;81499.1491304338;1
task29;60800.0;60800.0;machine8;79359.57543007706;1
task30;33425.0;33425.0;machine11;61191.39680046102;1
task31;74735.0;74735.0;machine10;95602.43326485157;1
task32;5.0;5.0;machine1;48125.23062817752;1
task33;5.0;5.0;machine14;31067.913831161415;1
task34;63885.0;63885.0;machine15;81940.3287708241;1
task35;31070.0;31070.0;machine14;59249.58739075971;1
task36;59945.0;59945.0;machine4;78943.79828160224;1
task37;39385.0;39385.0;machine2;74149.75159823895;1
task38;75460.0;75460.0;machine5;92831.2112903595;1
task39;5.0;5.0;machine7;42859.51868921518;1
task40;44475.0;44475.0;machine10;74732.6033398509;1
task41;78755.0;78755.0;machine14;91998.6174944691;1
task42;43715.0;43715.0;machine13;74045.70428669453;1
task43;42860.0;42860.0;machine7;74799.36116993427;1
task44;59250.0;59250.0;machine14;78752.43999193545;1
task45;43280.0;43280.0;machine9;77640.93115620315;1
